CB,Cp,CM,CW,L_B,B_H,Speed_Length_Ratio,Froude_Number,LCB_Final,S_Wetted_Coeff,Alpha_e,L_V_3,Disp_(L/100)*3,Model_Number,stratify_col,Resistance_Coefficient_C
0.7,0.71,0.986,0.79,7.0,2.5,1.0,2.516,1.54,6.224,17.1,5.593,163.4,4222,4222_0.7,2.202
0.7,0.71,0.986,0.79,7.0,2.5,1.05,2.642,1.54,6.224,17.1,5.593,163.4,4222,4222_0.7,2.533
0.7,0.71,0.986,0.79,7.0,2.5,1.1,2.768,1.54,6.224,17.1,5.593,163.4,4222,4222_0.7,2.616
0.7,0.71,0.986,0.79,7.0,2.5,1.15,2.894,1.54,6.224,17.1,5.593,163.4,4222,4222_0.7,2.516
0.7,0.71,0.986,0.795,7.0,2.5,0.25,0.629,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,0.682
0.7,0.71,0.986,0.795,7.0,2.5,0.3,0.755,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,0.672
0.7,0.71,0.986,0.795,7.0,2.5,0.35,0.881,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,0.666
0.7,0.71,0.986,0.795,7.0,2.5,0.4,1.006,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,0.664
0.7,0.71,0.986,0.795,7.0,2.5,0.45,1.132,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,0.668
0.7,0.71,0.986,0.795,7.0,2.5,0.5,1.258,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,0.674
0.7,0.71,0.986,0.795,7.0,2.5,0.55,1.384,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,0.684
0.7,0.71,0.986,0.795,7.0,2.5,0.6,1.51,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,0.7
0.7,0.71,0.986,0.795,7.0,2.5,0.65,1.636,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,0.73
0.7,0.71,0.986,0.795,7.0,2.5,0.675,1.698,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,0.754
0.7,0.71,0.986,0.795,7.0,2.5,0.7,1.761,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,0.781
0.7,0.71,0.986,0.795,7.0,2.5,0.725,1.824,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,0.811
0.7,0.71,0.986,0.795,7.0,2.5,0.75,1.887,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,0.854
0.7,0.71,0.986,0.795,7.0,2.5,0.775,1.95,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,0.918
0.7,0.71,0.986,0.795,7.0,2.5,0.8,2.013,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,0.993
0.7,0.71,0.986,0.795,7.0,2.5,0.85,2.139,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,1.159
0.7,0.71,0.986,0.795,7.0,2.5,0.9,2.264,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,1.4
0.7,0.71,0.986,0.795,7.0,2.5,0.95,2.39,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,4.859
0.7,0.71,0.986,0.795,7.0,2.5,1.0,2.516,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,2.386
0.7,0.71,0.986,0.795,7.0,2.5,1.05,2.642,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,2.762
0.7,0.71,0.986,0.795,7.0,2.5,1.1,2.768,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,2.828
0.7,0.71,0.986,0.795,7.0,2.5,1.15,2.894,2.55,6.224,20.0,5.593,163.4,4223,4223_0.7,2.728
0.75,0.758,0.99,0.828,6.75,2.5,0.35,0.86,0.48,6.104,18.9,5.335,188.2,4224,4224_0.75,0.716
0.75,0.758,0.99,0.828,6.75,2.5,0.4,0.983,0.48,6.104,18.9,5.335,188.2,4224,4224_0.75,0.716
0.75,0.758,0.99,0.828,6.75,2.5,0.45,1.106,0.48,6.104,18.9,5.335,188.2,4224,4224_0.75,0.715
0.75,0.758,0.99,0.828,6.75,2.5,0.5,1.229,0.48,6.104,18.9,5.335,188.2,4224,4224_0.75,0.722
0.75,0.758,0.99,0.828,6.75,2.5,0.55,1.352,0.48,6.104,18.9,5.335,188.2,4224,4224_0.75,0.732
0.75,0.758,0.99,0.828,6.75,2.5,0.6,1.474,0.48,6.104,18.9,5.335,188.2,4224,4224_0.75,0.753
0.75,0.758,0.99,0.828,6.75,2.5,0.65,1.597,0.48,6.104,18.9,5.335,188.2,4224,4224_0.75,0.774
0.75,0.758,0.99,0.828,6.75,2.5,0.675,1.659,0.48,6.104,18.9,5.335,188.2,4224,4224_0.75,0.786
0.75,0.758,0.99,0.828,6.75,2.5,0.7,1.72,0.48,6.104,18.9,5.335,188.2,4224,4224_0.75,0.806
0.75,0.758,0.99,0.828,6.75,2.5,0.725,1.782,0.48,6.104,18.9,5.335,188.2,4224,4224_0.75,0.841
0.75,0.758,0.99,0.828,6.75,2.5,0.75,1.843,0.48,6.104,18.9,5.335,188.2,4224,4224_0.75,0.902
0.75,0.758,0.99,0.828,6.75,2.5,0.775,1.904,0.48,6.104,18.9,5.335,188.2,4224,4224_0.75,0.998
0.75,0.758,0.99,0.828,6.75,2.5,0.8,1.966,0.48,6.104,18.9,5.335,188.2,4224,4224_0.75,1.087
0.75,0.758,0.99,0.828,6.75,2.5,0.825,2.027,0.48,6.104,18.9,5.335,188.2,4224,4224_0.75,1.156
0.75,0.758,0.99,0.828,6.75,2.5,0.85,2.089,0.48,6.104,18.9,5.335,188.2,4224,4224_0.75,1.201
0.75,0.758,0.99,0.828,6.75,2.5,0.875,2.15,0.48,6.104,18.9,5.335,188.2,4224,4224_0.75,1.267
0.75,0.758,0.99,0.828,6.75,2.5,0.9,2.212,0.48,6.104,18.9,5.335,188.2,4224,4224_0.75,1.396
0.75,0.758,0.99,0.83,6.75,2.5,0.35,0.86,2.57,6.094,27.4,5.335,188.2,4225,4225_0.75,0.702
0.75,0.758,0.99,0.83,6.75,2.5,0.4,0.983,2.57,6.094,27.4,5.335,188.2,4225,4225_0.75,0.698
0.75,0.758,0.99,0.83,6.75,2.5,0.45,1.106,2.57,6.094,27.4,5.335,188.2,4225,4225_0.75,0.698
0.75,0.758,0.99,0.83,6.75,2.5,0.5,1.229,2.57,6.094,27.4,5.335,188.2,4225,4225_0.75,0.701
0.75,0.758,0.99,0.83,6.75,2.5,0.55,1.352,2.57,6.094,27.4,5.335,188.2,4225,4225_0.75,0.713
0.75,0.758,0.99,0.83,6.75,2.5,0.6,1.474,2.57,6.094,27.4,5.335,188.2,4225,4225_0.75,0.704
0.75,0.758,0.99,0.83,6.75,2.5,0.65,1.597,2.57,6.094,27.4,5.335,188.2,4225,4225_0.75,0.765
0.75,0.758,0.99,0.83,6.75,2.5,0.675,1.659,2.57,6.094,27.4,5.335,188.2,4225,4225_0.75,0.782
0.75,0.758,0.99,0.83,6.75,2.5,0.7,1.72,2.57,6.094,27.4,5.335,188.2,4225,4225_0.75,0.815
0.75,0.758,0.99,0.83,6.75,2.5,0.725,1.782,2.57,6.094,27.4,5.335,188.2,4225,4225_0.75,0.923
0.75,0.758,0.99,0.83,6.75,2.5,0.75,1.843,2.57,6.094,27.4,5.335,188.2,4225,4225_0.75,1.008
0.75,0.758,0.99,0.83,6.75,2.5,0.775,1.904,2.57,6.094,27.4,5.335,188.2,4225,4225_0.75,1.124
0.75,0.758,0.99,0.83,6.75,2.5,0.8,1.966,2.57,6.094,27.4,5.335,188.2,4225,4225_0.75,1.236
0.75,0.758,0.99,0.83,6.75,2.5,0.825,2.027,2.57,6.094,27.4,5.335,188.2,4225,4225_0.75,1.311
0.75,0.758,0.99,0.83,6.75,2.5,0.85,2.089,2.57,6.094,27.4,5.335,188.2,4225,4225_0.75,1.374
0.75,0.758,0.99,0.83,6.75,2.5,0.875,2.15,2.57,6.094,27.4,5.335,188.2,4225,4225_0.75,1.45
0.75,0.758,0.99,0.83,6.75,2.5,0.9,2.212,2.57,6.094,27.4,5.335,188.2,4225,4225_0.75,1.573
0.75,0.757,0.99,0.834,6.75,2.5,0.35,0.86,3.46,6.098,33.8,5.337,188.1,4226,4226_0.75,0.704
0.75,0.757,0.99,0.834,6.75,2.5,0.4,0.983,3.46,6.098,33.8,5.337,188.1,4226,4226_0.75,0.696
0.75,0.757,0.99,0.834,6.75,2.5,0.45,1.106,3.46,6.098,33.8,5.337,188.1,4226,4226_0.75,0.69
0.75,0.757,0.99,0.834,6.75,2.5,0.5,1.229,3.46,6.098,33.8,5.337,188.1,4226,4226_0.75,0.686
0.75,0.757,0.99,0.834,6.75,2.5,0.55,1.352,3.46,6.098,33.8,5.337,188.1,4226,4226_0.75,0.699
0.75,0.757,0.99,0.834,6.75,2.5,0.6,1.474,3.46,6.098,33.8,5.337,188.1,4226,4226_0.75,0.724
0.75,0.757,0.99,0.834,6.75,2.5,0.65,1.597,3.46,6.098,33.8,5.337,188.1,4226,4226_0.75,0.78
0.75,0.757,0.99,0.834,6.75,2.5,0.675,1.659,3.46,6.098,33.8,5.337,188.1,4226,4226_0.75,0.838
0.75,0.757,0.99,0.834,6.75,2.5,0.7,1.72,3.46,6.098,33.8,5.337,188.1,4226,4226_0.75,0.91
0.75,0.757,0.99,0.834,6.75,2.5,0.725,1.782,3.46,6.098,33.8,5.337,188.1,4226,4226_0.75,0.984
0.75,0.757,0.99,0.834,6.75,2.5,0.75,1.843,3.46,6.098,33.8,5.337,188.1,4226,4226_0.75,1.074
0.75,0.757,0.99,0.834,6.75,2.5,0.775,1.904,3.46,6.098,33.8,5.337,188.1,4226,4226_0.75,1.173
0.75,0.757,0.99,0.834,6.75,2.5,0.8,1.966,3.46,6.098,33.8,5.337,188.1,4226,4226_0.75,1.276
0.75,0.757,0.99,0.834,6.75,2.5,0.825,2.027,3.46,6.098,33.8,5.337,188.1,4226,4226_0.75,1.383
0.75,0.757,0.99,0.834,6.75,2.5,0.85,2.089,3.46,6.098,33.8,5.337,188.1,4226,4226_0.75,1.492
0.75,0.757,0.99,0.834,6.75,2.5,0.875,2.15,3.46,6.098,33.8,5.337,188.1,4226,4226_0.75,1.586
0.75,0.757,0.99,0.834,6.75,2.5,0.9,2.212,3.46,6.098,33.8,5.337,188.1,4226,4226_0.75,1.697
0.8,0.805,0.994,0.869,6.5,2.5,0.25,0.6,0.76,6.011,26.6,5.092,216.5,4227,4227_0.8,0.831
0.8,0.805,0.994,0.869,6.5,2.5,0.3,0.72,0.76,6.011,26.6,5.092,216.5,4227,4227_0.8,0.826
0.8,0.805,0.994,0.869,6.5,2.5,0.35,0.84,0.76,6.011,26.6,5.092,216.5,4227,4227_0.8,0.822
0.8,0.805,0.994,0.869,6.5,2.5,0.4,0.96,0.76,6.011,26.6,5.092,216.5,4227,4227_0.8,0.822
0.8,0.805,0.994,0.869,6.5,2.5,0.45,1.08,0.76,6.011,26.6,5.092,216.5,4227,4227_0.8,0.824
0.8,0.805,0.994,0.869,6.5,2.5,0.5,1.2,0.76,6.011,26.6,5.092,216.5,4227,4227_0.8,0.832
0.8,0.805,0.994,0.869,6.5,2.5,0.55,1.32,0.76,6.011,26.6,5.092,216.5,4227,4227_0.8,0.845
0.8,0.805,0.994,0.869,6.5,2.5,0.575,1.38,0.76,6.011,26.6,5.092,216.5,4227,4227_0.8,0.853
0.8,0.805,0.994,0.869,6.5,2.5,0.6,1.44,0.76,6.011,26.6,5.092,216.5,4227,4227_0.8,0.866
0.8,0.805,0.994,0.869,6.5,2.5,0.625,1.5,0.76,6.011,26.6,5.092,216.5,4227,4227_0.8,0.881
0.8,0.805,0.994,0.869,6.5,2.5,0.65,1.561,0.76,6.011,26.6,5.092,216.5,4227,4227_0.8,0.906
0.8,0.805,0.994,0.869,6.5,2.5,0.675,1.621,0.76,6.011,26.6,5.092,216.5,4227,4227_0.8,0.944
0.8,0.805,0.994,0.869,6.5,2.5,0.7,1.681,0.76,6.011,26.6,5.092,216.5,4227,4227_0.8,1.0
0.8,0.805,0.994,0.869,6.5,2.5,0.725,1.741,0.76,6.011,26.6,5.092,216.5,4227,4227_0.8,1.068
0.8,0.805,0.994,0.869,6.5,2.5,0.75,1.801,0.76,6.011,26.6,5.092,216.5,4227,4227_0.8,1.159
0.8,0.805,0.994,0.869,6.5,2.5,0.775,1.861,0.76,6.011,26.6,5.092,216.5,4227,4227_0.8,1.311
0.8,0.805,0.994,0.869,6.5,2.5,0.8,1.921,0.76,6.011,26.6,5.092,216.5,4227,4227_0.8,1.53
0.8,0.805,0.994,0.869,6.5,2.5,0.85,2.041,0.76,6.011,26.6,5.092,216.5,4227,4227_0.8,1.729
0.8,0.805,0.994,0.87,6.5,2.5,0.25,0.6,1.45,6.02,32.5,5.092,216.5,4228,4228_0.8,0.766
0.8,0.805,0.994,0.87,6.5,2.5,0.3,0.72,1.45,6.02,32.5,5.092,216.5,4228,4228_0.8,0.76
0.8,0.805,0.994,0.87,6.5,2.5,0.35,0.84,1.45,6.02,32.5,5.092,216.5,4228,4228_0.8,0.754
0.8,0.805,0.994,0.87,6.5,2.5,0.4,0.96,1.45,6.02,32.5,5.092,216.5,4228,4228_0.8,0.751
0.8,0.805,0.994,0.87,6.5,2.5,0.45,1.08,1.45,6.02,32.5,5.092,216.5,4228,4228_0.8,0.75
0.8,0.805,0.994,0.87,6.5,2.5,0.5,1.2,1.45,6.02,32.5,5.092,216.5,4228,4228_0.8,0.754
0.8,0.805,0.994,0.87,6.5,2.5,0.55,1.32,1.45,6.02,32.5,5.092,216.5,4228,4228_0.8,0.766
0.8,0.805,0.994,0.87,6.5,2.5,0.575,1.38,1.45,6.02,32.5,5.092,216.5,4228,4228_0.8,0.776
0.8,0.805,0.994,0.87,6.5,2.5,0.6,1.44,1.45,6.02,32.5,5.092,216.5,4228,4228_0.8,0.792
0.8,0.805,0.994,0.87,6.5,2.5,0.625,1.5,1.45,6.02,32.5,5.092,216.5,4228,4228_0.8,0.817
0.8,0.805,0.994,0.87,6.5,2.5,0.65,1.561,1.45,6.02,32.5,5.092,216.5,4228,4228_0.8,0.855
0.8,0.805,0.994,0.87,6.5,2.5,0.675,1.621,1.45,6.02,32.5,5.092,216.5,4228,4228_0.8,0.904
0.8,0.805,0.994,0.87,6.5,2.5,0.7,1.681,1.45,6.02,32.5,5.092,216.5,4228,4228_0.8,0.962
0.8,0.805,0.994,0.87,6.5,2.5,0.725,1.741,1.45,6.02,32.5,5.092,216.5,4228,4228_0.8,1.036
0.8,0.805,0.994,0.87,6.5,2.5,0.75,1.801,1.45,6.02,32.5,5.092,216.5,4228,4228_0.8,1.145
0.8,0.805,0.994,0.87,6.5,2.5,0.775,1.861,1.45,6.02,32.5,5.092,216.5,4228,4228_0.8,1.292
0.8,0.805,0.994,0.87,6.5,2.5,0.8,1.921,1.45,6.02,32.5,5.092,216.5,4228,4228_0.8,1.459
0.8,0.805,0.994,0.87,6.5,2.5,0.85,2.041,1.45,6.02,32.5,5.092,216.5,4228,4228_0.8,1.795
0.8,0.805,0.994,0.871,6.5,2.5,0.25,0.6,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,0.739
0.8,0.805,0.994,0.871,6.5,2.5,0.3,0.72,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,0.73
0.8,0.805,0.994,0.871,6.5,2.5,0.35,0.84,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,0.724
0.8,0.805,0.994,0.871,6.5,2.5,0.4,0.96,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,0.72
0.8,0.805,0.994,0.871,6.5,2.5,0.45,1.08,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,0.72
0.8,0.805,0.994,0.871,6.5,2.5,0.5,1.2,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,0.724
0.8,0.805,0.994,0.871,6.5,2.5,0.55,1.32,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,0.736
0.8,0.805,0.994,0.871,6.5,2.5,0.575,1.38,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,0.75
0.8,0.805,0.994,0.871,6.5,2.5,0.6,1.44,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,0.779
0.8,0.805,0.994,0.871,6.5,2.5,0.625,1.5,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,0.815
0.8,0.805,0.994,0.871,6.5,2.5,0.65,1.561,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,0.863
0.8,0.805,0.994,0.871,6.5,2.5,0.675,1.621,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,0.928
0.8,0.805,0.994,0.871,6.5,2.5,0.7,1.681,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,1.013
0.8,0.805,0.994,0.871,6.5,2.5,0.725,1.741,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,1.101
0.8,0.805,0.994,0.871,6.5,2.5,0.75,1.801,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,1.203
0.8,0.805,0.994,0.871,6.5,2.5,0.775,1.861,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,1.36
0.8,0.805,0.994,0.871,6.5,2.5,0.8,1.921,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,1.572
0.8,0.805,0.994,0.871,6.5,2.5,0.85,2.041,2.5,6.028,43.0,5.092,216.5,4214,4214_0.8,1.858
0.8,0.805,0.994,0.867,6.5,2.5,0.25,0.6,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.743
0.8,0.805,0.994,0.867,6.5,2.5,0.3,0.72,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.734
0.8,0.805,0.994,0.867,6.5,2.5,0.35,0.84,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.725
0.8,0.805,0.994,0.867,6.5,2.5,0.4,0.96,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.719
0.8,0.805,0.994,0.867,6.5,2.5,0.45,1.08,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.725
0.8,0.805,0.994,0.867,6.5,2.5,0.5,1.2,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.735
0.8,0.805,0.994,0.867,6.5,2.5,0.55,1.32,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.756
0.8,0.805,0.994,0.867,6.5,2.5,0.575,1.38,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.783
0.8,0.805,0.994,0.867,6.5,2.5,0.6,1.44,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.827
0.8,0.805,0.994,0.867,6.5,2.5,0.625,1.5,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.887
0.8,0.805,0.994,0.867,6.5,2.5,0.65,1.561,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,0.958
0.8,0.805,0.994,0.867,6.5,2.5,0.675,1.621,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,1.033
0.8,0.805,0.994,0.867,6.5,2.5,0.7,1.681,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,1.111
0.8,0.805,0.994,0.867,6.5,2.5,0.725,1.741,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,1.211
0.8,0.805,0.994,0.867,6.5,2.5,0.75,1.801,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,1.374
0.8,0.805,0.994,0.867,6.5,2.5,0.775,1.861,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,1.582
0.8,0.805,0.994,0.867,6.5,2.5,0.8,1.921,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,1.774
0.8,0.805,0.994,0.867,6.5,2.5,0.85,2.041,3.51,6.025,52.0,5.092,216.5,4229,4229_0.8,2.1
